row_id,system,task,model,vendor,harness,model_group,outcome
20250224_tools_claude-3-7-sonnet/sphinx-doc__sphinx-10466,20250224_tools_claude-3-7-sonnet,sphinx-doc__sphinx-10466,Claude 3.7 Sonnet,Anthropic,Tools,Claude 3.7 Sonnet,0
20250224_tools_claude-3-7-sonnet/sphinx-doc__sphinx-9367,20250224_tools_claude-3-7-sonnet,sphinx-doc__sphinx-9367,Claude 3.7 Sonnet,Anthropic,Tools,Claude 3.7 Sonnet,1
20250224_tools_claude-3-7-sonnet/sphinx-doc__sphinx-9673,20250224_tools_claude-3-7-sonnet,sphinx-doc__sphinx-9673,Claude 3.7 Sonnet,Anthropic,Tools,Claude 3.7 Sonnet,1
20250224_tools_claude-3-7-sonnet/sympy__sympy-13647,20250224_tools_claude-3-7-sonnet,sympy__sympy-13647,Claude 3.7 Sonnet,Anthropic,Tools,Claude 3.7 Sonnet,1
20250224_tools_claude-3-7-sonnet/sympy__sympy-14248,20250224_tools_claude-3-7-sonnet,sympy__sympy-14248,Claude 3.7 Sonnet,Anthropic,Tools,Claude 3.7 Sonnet,0
20250224_tools_claude-3-7-sonnet/sympy__sympy-24661,20250224_tools_claude-3-7-sonnet,sympy__sympy-24661,Claude 3.7 Sonnet,Anthropic,Tools,Claude 3.7 Sonnet,1
20250226_swerl_llama3_70b/astropy__astropy-14096,20250226_swerl_llama3_70b,astropy__astropy-14096,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/django__django-11099,20250226_swerl_llama3_70b,django__django-11099,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/django__django-11532,20250226_swerl_llama3_70b,django__django-11532,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/django__django-13810,20250226_swerl_llama3_70b,django__django-13810,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/django__django-13933,20250226_swerl_llama3_70b,django__django-13933,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/django__django-14034,20250226_swerl_llama3_70b,django__django-14034,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/django__django-14238,20250226_swerl_llama3_70b,django__django-14238,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/django__django-15525,20250226_swerl_llama3_70b,django__django-15525,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/django__django-15554,20250226_swerl_llama3_70b,django__django-15554,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/django__django-15695,20250226_swerl_llama3_70b,django__django-15695,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/django__django-16145,20250226_swerl_llama3_70b,django__django-16145,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/matplotlib__matplotlib-23299,20250226_swerl_llama3_70b,matplotlib__matplotlib-23299,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/pydata__xarray-3305,20250226_swerl_llama3_70b,pydata__xarray-3305,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/pylint-dev__pylint-6528,20250226_swerl_llama3_70b,pylint-dev__pylint-6528,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/sphinx-doc__sphinx-10466,20250226_swerl_llama3_70b,sphinx-doc__sphinx-10466,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/sphinx-doc__sphinx-9367,20250226_swerl_llama3_70b,sphinx-doc__sphinx-9367,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/sphinx-doc__sphinx-9673,20250226_swerl_llama3_70b,sphinx-doc__sphinx-9673,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/sympy__sympy-13647,20250226_swerl_llama3_70b,sympy__sympy-13647,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,1
20250226_swerl_llama3_70b/sympy__sympy-14248,20250226_swerl_llama3_70b,sympy__sympy-14248,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250226_swerl_llama3_70b/sympy__sympy-24661,20250226_swerl_llama3_70b,sympy__sympy-24661,Llama3-SWE-RL-70B,Meta,Agentless Mini,Llama3-SWE-RL-70B,0
20250228_epam-ai-run-claude-3-5-sonnet/astropy__astropy-14096,20250228_epam-ai-run-claude-3-5-sonnet,astropy__astropy-14096,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-11099,20250228_epam-ai-run-claude-3-5-sonnet,django__django-11099,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-11532,20250228_epam-ai-run-claude-3-5-sonnet,django__django-11532,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-13810,20250228_epam-ai-run-claude-3-5-sonnet,django__django-13810,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-13933,20250228_epam-ai-run-claude-3-5-sonnet,django__django-13933,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-14034,20250228_epam-ai-run-claude-3-5-sonnet,django__django-14034,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20250228_epam-ai-run-claude-3-5-sonnet/django__django-14238,20250228_epam-ai-run-claude-3-5-sonnet,django__django-14238,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-15525,20250228_epam-ai-run-claude-3-5-sonnet,django__django-15525,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/django__django-15554,20250228_epam-ai-run-claude-3-5-sonnet,django__django-15554,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20250228_epam-ai-run-claude-3-5-sonnet/django__django-15695,20250228_epam-ai-run-claude-3-5-sonnet,django__django-15695,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20250228_epam-ai-run-claude-3-5-sonnet/django__django-16145,20250228_epam-ai-run-claude-3-5-sonnet,django__django-16145,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/matplotlib__matplotlib-23299,20250228_epam-ai-run-claude-3-5-sonnet,matplotlib__matplotlib-23299,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20250228_epam-ai-run-claude-3-5-sonnet/pydata__xarray-3305,20250228_epam-ai-run-claude-3-5-sonnet,pydata__xarray-3305,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/pylint-dev__pylint-6528,20250228_epam-ai-run-claude-3-5-sonnet,pylint-dev__pylint-6528,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/sphinx-doc__sphinx-10466,20250228_epam-ai-run-claude-3-5-sonnet,sphinx-doc__sphinx-10466,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/sphinx-doc__sphinx-9367,20250228_epam-ai-run-claude-3-5-sonnet,sphinx-doc__sphinx-9367,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/sphinx-doc__sphinx-9673,20250228_epam-ai-run-claude-3-5-sonnet,sphinx-doc__sphinx-9673,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20250228_epam-ai-run-claude-3-5-sonnet/sympy__sympy-13647,20250228_epam-ai-run-claude-3-5-sonnet,sympy__sympy-13647,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250228_epam-ai-run-claude-3-5-sonnet/sympy__sympy-14248,20250228_epam-ai-run-claude-3-5-sonnet,sympy__sympy-14248,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20250228_epam-ai-run-claude-3-5-sonnet/sympy__sympy-24661,20250228_epam-ai-run-claude-3-5-sonnet,sympy__sympy-24661,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20250316_augment_agent_v0/astropy__astropy-14096,20250316_augment_agent_v0,astropy__astropy-14096,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-11099,20250316_augment_agent_v0,django__django-11099,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-11532,20250316_augment_agent_v0,django__django-11532,,,Augment Agent v0,unknown:20250316_augment_agent_v0,0
20250316_augment_agent_v0/django__django-13810,20250316_augment_agent_v0,django__django-13810,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-13933,20250316_augment_agent_v0,django__django-13933,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-14034,20250316_augment_agent_v0,django__django-14034,,,Augment Agent v0,unknown:20250316_augment_agent_v0,0
20250316_augment_agent_v0/django__django-14238,20250316_augment_agent_v0,django__django-14238,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-15525,20250316_augment_agent_v0,django__django-15525,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-15554,20250316_augment_agent_v0,django__django-15554,,,Augment Agent v0,unknown:20250316_augment_agent_v0,0
20250316_augment_agent_v0/django__django-15695,20250316_augment_agent_v0,django__django-15695,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/django__django-16145,20250316_augment_agent_v0,django__django-16145,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/matplotlib__matplotlib-23299,20250316_augment_agent_v0,matplotlib__matplotlib-23299,,,Augment Agent v0,unknown:20250316_augment_agent_v0,0
20250316_augment_agent_v0/pydata__xarray-3305,20250316_augment_agent_v0,pydata__xarray-3305,,,Augment Agent v0,unknown:20250316_augment_agent_v0,0
20250316_augment_agent_v0/pylint-dev__pylint-6528,20250316_augment_agent_v0,pylint-dev__pylint-6528,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/sphinx-doc__sphinx-10466,20250316_augment_agent_v0,sphinx-doc__sphinx-10466,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/sphinx-doc__sphinx-9367,20250316_augment_agent_v0,sphinx-doc__sphinx-9367,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/sphinx-doc__sphinx-9673,20250316_augment_agent_v0,sphinx-doc__sphinx-9673,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/sympy__sympy-13647,20250316_augment_agent_v0,sympy__sympy-13647,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250316_augment_agent_v0/sympy__sympy-14248,20250316_augment_agent_v0,sympy__sympy-14248,,,Augment Agent v0,unknown:20250316_augment_agent_v0,0
20250316_augment_agent_v0/sympy__sympy-24661,20250316_augment_agent_v0,sympy__sympy-24661,,,Augment Agent v0,unknown:20250316_augment_agent_v0,1
20250405_amazon-q-developer-agent-20250405-dev/astropy__astropy-14096,20250405_amazon-q-developer-agent-20250405-dev,astropy__astropy-14096,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-11099,20250405_amazon-q-developer-agent-20250405-dev,django__django-11099,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-11532,20250405_amazon-q-developer-agent-20250405-dev,django__django-11532,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,0
20250405_amazon-q-developer-agent-20250405-dev/django__django-13810,20250405_amazon-q-developer-agent-20250405-dev,django__django-13810,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-13933,20250405_amazon-q-developer-agent-20250405-dev,django__django-13933,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-14034,20250405_amazon-q-developer-agent-20250405-dev,django__django-14034,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,0
20250405_amazon-q-developer-agent-20250405-dev/django__django-14238,20250405_amazon-q-developer-agent-20250405-dev,django__django-14238,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-15525,20250405_amazon-q-developer-agent-20250405-dev,django__django-15525,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-15554,20250405_amazon-q-developer-agent-20250405-dev,django__django-15554,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/django__django-15695,20250405_amazon-q-developer-agent-20250405-dev,django__django-15695,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,0
20250405_amazon-q-developer-agent-20250405-dev/django__django-16145,20250405_amazon-q-developer-agent-20250405-dev,django__django-16145,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/matplotlib__matplotlib-23299,20250405_amazon-q-developer-agent-20250405-dev,matplotlib__matplotlib-23299,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,0
20250405_amazon-q-developer-agent-20250405-dev/pydata__xarray-3305,20250405_amazon-q-developer-agent-20250405-dev,pydata__xarray-3305,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/pylint-dev__pylint-6528,20250405_amazon-q-developer-agent-20250405-dev,pylint-dev__pylint-6528,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,0
20250405_amazon-q-developer-agent-20250405-dev/sphinx-doc__sphinx-10466,20250405_amazon-q-developer-agent-20250405-dev,sphinx-doc__sphinx-10466,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/sphinx-doc__sphinx-9367,20250405_amazon-q-developer-agent-20250405-dev,sphinx-doc__sphinx-9367,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/sphinx-doc__sphinx-9673,20250405_amazon-q-developer-agent-20250405-dev,sphinx-doc__sphinx-9673,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/sympy__sympy-13647,20250405_amazon-q-developer-agent-20250405-dev,sympy__sympy-13647,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/sympy__sympy-14248,20250405_amazon-q-developer-agent-20250405-dev,sympy__sympy-14248,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250405_amazon-q-developer-agent-20250405-dev/sympy__sympy-24661,20250405_amazon-q-developer-agent-20250405-dev,sympy__sympy-24661,,,Amazon Q Developer Agent,unknown:20250405_amazon-q-developer-agent-20250405-dev,1
20250410_cortexa/astropy__astropy-14096,20250410_cortexa,astropy__astropy-14096,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-11099,20250410_cortexa,django__django-11099,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-11532,20250410_cortexa,django__django-11532,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-13810,20250410_cortexa,django__django-13810,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-13933,20250410_cortexa,django__django-13933,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-14034,20250410_cortexa,django__django-14034,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,0
20250410_cortexa/django__django-14238,20250410_cortexa,django__django-14238,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-15525,20250410_cortexa,django__django-15525,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/django__django-15554,20250410_cortexa,django__django-15554,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,0
20250410_cortexa/django__django-15695,20250410_cortexa,django__django-15695,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,0
20250410_cortexa/django__django-16145,20250410_cortexa,django__django-16145,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/matplotlib__matplotlib-23299,20250410_cortexa,matplotlib__matplotlib-23299,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/pydata__xarray-3305,20250410_cortexa,pydata__xarray-3305,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/pylint-dev__pylint-6528,20250410_cortexa,pylint-dev__pylint-6528,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,0
20250410_cortexa/sphinx-doc__sphinx-10466,20250410_cortexa,sphinx-doc__sphinx-10466,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/sphinx-doc__sphinx-9367,20250410_cortexa,sphinx-doc__sphinx-9367,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/sphinx-doc__sphinx-9673,20250410_cortexa,sphinx-doc__sphinx-9673,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/sympy__sympy-13647,20250410_cortexa,sympy__sympy-13647,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250410_cortexa/sympy__sympy-14248,20250410_cortexa,sympy__sympy-14248,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,0
20250410_cortexa/sympy__sympy-24661,20250410_cortexa,sympy__sympy-24661,,Anthropic,Nemotron-CORTEXA,unknown:20250410_cortexa,1
20250415_openhands/astropy__astropy-14096,20250415_openhands,astropy__astropy-14096,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-11099,20250415_openhands,django__django-11099,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-11532,20250415_openhands,django__django-11532,,,OpenHands,unknown:20250415_openhands,0
20250415_openhands/django__django-13810,20250415_openhands,django__django-13810,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-13933,20250415_openhands,django__django-13933,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-14034,20250415_openhands,django__django-14034,,,OpenHands,unknown:20250415_openhands,0
20250415_openhands/django__django-14238,20250415_openhands,django__django-14238,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-15525,20250415_openhands,django__django-15525,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-15554,20250415_openhands,django__django-15554,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/django__django-15695,20250415_openhands,django__django-15695,,,OpenHands,unknown:20250415_openhands,0
20250415_openhands/django__django-16145,20250415_openhands,django__django-16145,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/matplotlib__matplotlib-23299,20250415_openhands,matplotlib__matplotlib-23299,,,OpenHands,unknown:20250415_openhands,0
20250415_openhands/pydata__xarray-3305,20250415_openhands,pydata__xarray-3305,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/pylint-dev__pylint-6528,20250415_openhands,pylint-dev__pylint-6528,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/sphinx-doc__sphinx-10466,20250415_openhands,sphinx-doc__sphinx-10466,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/sphinx-doc__sphinx-9367,20250415_openhands,sphinx-doc__sphinx-9367,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/sphinx-doc__sphinx-9673,20250415_openhands,sphinx-doc__sphinx-9673,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/sympy__sympy-13647,20250415_openhands,sympy__sympy-13647,,,OpenHands,unknown:20250415_openhands,1
20250415_openhands/sympy__sympy-14248,20250415_openhands,sympy__sympy-14248,,,OpenHands,unknown:20250415_openhands,0
20250415_openhands/sympy__sympy-24661,20250415_openhands,sympy__sympy-24661,,,OpenHands,unknown:20250415_openhands,1
20250430_zencoder_ai/astropy__astropy-14096,20250430_zencoder_ai,astropy__astropy-14096,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-11099,20250430_zencoder_ai,django__django-11099,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-11532,20250430_zencoder_ai,django__django-11532,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-13810,20250430_zencoder_ai,django__django-13810,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-13933,20250430_zencoder_ai,django__django-13933,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-14034,20250430_zencoder_ai,django__django-14034,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,0
20250430_zencoder_ai/django__django-14238,20250430_zencoder_ai,django__django-14238,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-15525,20250430_zencoder_ai,django__django-15525,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/django__django-15554,20250430_zencoder_ai,django__django-15554,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,0
20250430_zencoder_ai/django__django-15695,20250430_zencoder_ai,django__django-15695,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,0
20250430_zencoder_ai/matplotlib__matplotlib-23299,20250430_zencoder_ai,matplotlib__matplotlib-23299,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/pydata__xarray-3305,20250430_zencoder_ai,pydata__xarray-3305,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/pylint-dev__pylint-6528,20250430_zencoder_ai,pylint-dev__pylint-6528,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/sphinx-doc__sphinx-10466,20250430_zencoder_ai,sphinx-doc__sphinx-10466,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/sphinx-doc__sphinx-9367,20250430_zencoder_ai,sphinx-doc__sphinx-9367,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/sphinx-doc__sphinx-9673,20250430_zencoder_ai,sphinx-doc__sphinx-9673,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/sympy__sympy-13647,20250430_zencoder_ai,sympy__sympy-13647,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250430_zencoder_ai/sympy__sympy-14248,20250430_zencoder_ai,sympy__sympy-14248,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,0
20250430_zencoder_ai/sympy__sympy-24661,20250430_zencoder_ai,sympy__sympy-24661,,Anthropic,Zencoder,unknown:20250430_zencoder_ai,1
20250511_sweagent_lm_32b/astropy__astropy-14096,20250511_sweagent_lm_32b,astropy__astropy-14096,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,1
20250511_sweagent_lm_32b/django__django-11099,20250511_sweagent_lm_32b,django__django-11099,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,1
20250511_sweagent_lm_32b/django__django-11532,20250511_sweagent_lm_32b,django__django-11532,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/django__django-13810,20250511_sweagent_lm_32b,django__django-13810,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,1
20250511_sweagent_lm_32b/django__django-13933,20250511_sweagent_lm_32b,django__django-13933,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,1
20250511_sweagent_lm_32b/django__django-14034,20250511_sweagent_lm_32b,django__django-14034,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/django__django-14238,20250511_sweagent_lm_32b,django__django-14238,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,1
20250511_sweagent_lm_32b/django__django-15525,20250511_sweagent_lm_32b,django__django-15525,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/django__django-15554,20250511_sweagent_lm_32b,django__django-15554,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/django__django-15695,20250511_sweagent_lm_32b,django__django-15695,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/django__django-16145,20250511_sweagent_lm_32b,django__django-16145,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/matplotlib__matplotlib-23299,20250511_sweagent_lm_32b,matplotlib__matplotlib-23299,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
20250511_sweagent_lm_32b/pydata__xarray-3305,20250511_sweagent_lm_32b,pydata__xarray-3305,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,1
20250511_sweagent_lm_32b/pylint-dev__pylint-6528,20250511_sweagent_lm_32b,pylint-dev__pylint-6528,SWE-agent-LM-32B,Qwen,SWE-agent,SWE-agent-LM-32B,0
